,X,Y,group,sample,cell_type
0,2.6647116354803337,-7.892374336994169,4,Sample 2,Cell type 2
1,0.49996138170802346,-0.8268178603374849,1,Sample 2,Cell type 1
2,8.071796275694586,-0.10590057197356803,3,Sample 1,Cell type 2
3,-3.671429184522998,-8.667716634607812,2,Sample 3,Cell type 1
4,-4.4405852991295545,-0.3326493024392706,0,Sample 1,Cell type 1
5,6.522827060296605,0.026816548609281992,3,Sample 1,Cell type 2
6,0.9807691073220897,-7.540673137574711,4,Sample 2,Cell type 2
7,8.624739378165886,-0.9508473635627341,3,Sample 1,Cell type 2
8,0.8161507317356337,5.693348729348409,5,Sample 3,Cell type 2
9,-3.3066993927328556,-6.802627896519607,2,Sample 3,Cell type 1
10,2.6085712848041087,-6.060377383501859,4,Sample 2,Cell type 2
11,0.42612470913170564,-0.2408769818089142,1,Sample 2,Cell type 1
12,-4.166440207221523,1.7184749764231175,0,Sample 1,Cell type 1
13,0.3308843636922794,-1.8900238568864616,1,Sample 2,Cell type 1
14,-5.5866524970219436,0.042658804184772615,0,Sample 1,Cell type 1
15,-0.11751791156565418,7.415197641731879,5,Sample 3,Cell type 2
16,6.9576381258468984,0.0016047369941480118,3,Sample 1,Cell type 2
17,7.948994875291391,-0.307933786014515,3,Sample 1,Cell type 2
18,0.4216781312146117,7.13704243822675,5,Sample 3,Cell type 2
19,-1.9064938829977496,-7.723553573254733,2,Sample 3,Cell type 1
20,6.954888000057782,-0.028838133612438182,3,Sample 1,Cell type 2
21,0.07457835768209652,7.42600300799947,5,Sample 3,Cell type 2
22,-3.1830736290130104,-7.88086675267879,2,Sample 3,Cell type 1
23,-5.93352153889381,-0.17130481027524738,0,Sample 1,Cell type 1
24,1.6112293338157047,-6.332812164782877,4,Sample 2,Cell type 2
25,6.68747196573348,0.7283382284177872,3,Sample 1,Cell type 2
26,0.9379715192847156,7.209956536979085,5,Sample 3,Cell type 2
27,-0.6418730739295195,7.203673786970621,5,Sample 3,Cell type 2
28,1.3098612039535724,6.47078333286673,5,Sample 3,Cell type 2
29,-2.315432194688833,-8.461044276947119,2,Sample 3,Cell type 1
30,-4.310527749453779,1.1042399014958768,0,Sample 1,Cell type 1
31,6.550765990530672,-0.06050727647651813,3,Sample 1,Cell type 2
32,-0.9806697336081496,-0.7062857173149331,1,Sample 2,Cell type 1
33,-4.070708416092509,1.014034623144825,0,Sample 1,Cell type 1
34,1.3987443786432967,0.7685783788970013,1,Sample 2,Cell type 1
35,-0.3251071736229357,7.110241832837009,5,Sample 3,Cell type 2
36,2.082531013444649,-7.988367745400335,4,Sample 2,Cell type 2
37,1.1602186518937003,7.590765908940975,5,Sample 3,Cell type 2
38,-4.929228328715518,-1.7983806160788969,0,Sample 1,Cell type 1
39,-1.4468949244062528,0.16626652100615202,1,Sample 2,Cell type 1
40,-4.821723715308931,-0.12992437073154822,0,Sample 1,Cell type 1
41,2.738647530471929,-7.584098668425842,4,Sample 2,Cell type 2
