,X,Y,group,sample,cell_type
0,-3.7121528497588416,6.09349941395562,1,Sample 1,Cluster 2
1,-2.5048567292319146,5.670792619561314,1,Sample 1,Cluster 2
2,3.1276914062828816,-4.7779579892051744,2,Sample 1,Cluster 3
3,-3.936514538104012,-5.26407215336115,0,Sample 1,Cluster 1
4,-1.997914961950535,-5.223605970637227,0,Sample 1,Cluster 1
5,-1.3274809848627567,4.819378959610772,1,Sample 1,Cluster 2
6,3.507099683356054,-5.371813779129382,2,Sample 1,Cluster 3
7,2.6200985414497295,-4.944236584456576,2,Sample 1,Cluster 3
8,-3.89377735410822,-5.436833439053377,0,Sample 1,Cluster 1
9,-2.788772932655264,5.927463842691399,1,Sample 1,Cluster 2
10,-2.0943837822917146,-5.045916292059228,0,Sample 1,Cluster 1
11,-2.332423933081782,-5.787627240385574,0,Sample 1,Cluster 1
12,3.0049185471495496,-3.54488117423974,2,Sample 1,Cluster 3
13,3.4017439970450125,-6.372566654910504,2,Sample 1,Cluster 3
14,3.156053577825302,-6.152785307619935,2,Sample 1,Cluster 3
15,-2.348334706721005,5.800836874053713,1,Sample 1,Cluster 2
16,-1.1676204444299385,5.811496052014505,1,Sample 1,Cluster 2
17,4.433022347394577,-4.712255321850943,2,Sample 1,Cluster 3
18,-3.294871612475229,-4.891260346225321,0,Sample 1,Cluster 1
19,-0.29582580502407874,-5.244488491323042,0,Sample 1,Cluster 1
20,-2.649516926529588,-6.304378594972112,0,Sample 1,Cluster 1
21,-2.7072337166565625,4.842920120732018,1,Sample 1,Cluster 2
22,2.6505369492842603,-5.535549530906792,2,Sample 1,Cluster 3
23,-3.5553977556790137,4.837615490083475,1,Sample 1,Cluster 2
24,-3.734241212167717,-5.506204023908031,0,Sample 1,Cluster 1
25,4.242091610088391,-5.123198132158265,2,Sample 1,Cluster 3
26,2.454101953707846,-3.562667838659986,2,Sample 1,Cluster 3
27,-3.034472362914439,5.793633879629218,1,Sample 1,Cluster 2
28,-2.3614552593190545,5.308253903783069,1,Sample 1,Cluster 2
29,2.6009517100610995,-4.8988326247514475,2,Sample 1,Cluster 3
30,-2.6988926830133417,-4.498709090189544,0,Sample 1,Cluster 1
31,2.8517777797851918,-5.506585117371982,2,Sample 1,Cluster 3
32,-2.6965944512687554,4.781821144201864,1,Sample 1,Cluster 2
33,-2.591712668405114,-4.7885853826834905,0,Sample 1,Cluster 1
34,-2.543915200493029,5.2284432598861255,1,Sample 1,Cluster 2
35,-3.3033126134016544,4.385761947916697,1,Sample 1,Cluster 2
36,-2.7522153957122764,5.607175376394614,1,Sample 1,Cluster 2
37,-2.203830488046607,-4.532548666851752,0,Sample 1,Cluster 1
38,1.4103984524529092,-3.886035246813546,2,Sample 1,Cluster 3
39,1.932552873809151,-5.141993507019427,2,Sample 1,Cluster 3
40,-2.045517435897083,-5.839724399127953,0,Sample 1,Cluster 1
41,5.327080532213883,-5.220097142604037,2,Sample 1,Cluster 3
42,2.3179004491388504,-3.771074581716044,2,Sample 1,Cluster 3
43,3.146215092970458,-5.15687456854155,2,Sample 1,Cluster 3
44,3.113491489531183,-6.760994778760734,2,Sample 1,Cluster 3
45,3.3502075316138034,-5.90485378840207,2,Sample 1,Cluster 3
46,4.191677024939211,-5.682719579231289,2,Sample 1,Cluster 3
47,2.9432265965693634,-6.149003091942494,2,Sample 1,Cluster 3
48,-1.993071180180753,-5.55855973968884,0,Sample 1,Cluster 1
49,3.539231818467213,-5.504677122357751,2,Sample 1,Cluster 3
50,2.821209767865644,-3.8130048718370344,2,Sample 1,Cluster 3
51,-2.5391177467792843,-6.12415187744286,0,Sample 1,Cluster 1
52,-1.8742959987748327,-5.632719505334043,0,Sample 1,Cluster 1
53,-0.5946291746139631,-4.3382111138740616,0,Sample 1,Cluster 1
54,-1.6391942891211213,5.017049318937554,1,Sample 1,Cluster 2
55,-3.0477038606080034,5.632500479330215,1,Sample 1,Cluster 2
56,3.1559082103604252,-4.224504558073557,2,Sample 1,Cluster 3
57,-2.829776596019576,-4.2692210143860745,0,Sample 1,Cluster 1
58,2.9798541915406744,-4.911290893737266,2,Sample 1,Cluster 3
59,-3.593486690624661,-4.525946180922135,0,Sample 1,Cluster 1
60,-2.069896077640096,-4.657451001751539,0,Sample 1,Cluster 1
61,3.4156672457519233,-6.851235252800084,2,Sample 1,Cluster 3
62,-1.7027435915364422,-5.373196303382558,0,Sample 1,Cluster 1
63,-2.303133107746873,-5.641824021711635,0,Sample 1,Cluster 1
