,X,Y,group,sample,cell_type
0,-6.212152849758842,8.164567225821095,0,Sample 1,Cell type 1
1,-5.004856729231915,7.741860431426789,0,Sample 1,Cell type 1
2,0.7943580729495483,-6.84902580107065,5,Sample 2,Cell type 3
3,-5.436514538104012,6.806995658504325,3,Sample 2,Cell type 1
4,-3.497914961950535,6.847461841228249,3,Sample 2,Cell type 1
5,-3.8274809848627567,6.890446771476247,0,Sample 1,Cell type 1
6,1.1737663500227207,-7.442881590994857,5,Sample 2,Cell type 3
7,0.28676520811639616,-7.015304396322051,5,Sample 2,Cell type 3
8,-5.39377735410822,6.634234372812099,3,Sample 2,Cell type 1
9,-5.288772932655264,7.998531654556874,0,Sample 1,Cell type 1
10,-3.5943837822917146,7.025151519806247,3,Sample 2,Cell type 1
11,-3.832423933081782,6.283440571479901,3,Sample 2,Cell type 1
12,5.671585213816216,8.526186637625734,4,Sample 2,Cell type 2
13,1.0684106637116793,-8.443634466775979,5,Sample 2,Cell type 3
14,5.822720244491968,5.918282504245541,4,Sample 2,Cell type 2
15,5.151665293278994,7.871904685919189,1,Sample 1,Cell type 2
16,-3.6676204444299385,7.88256386387998,0,Sample 1,Cell type 1
17,2.0996890140612434,-6.783323133716419,5,Sample 2,Cell type 3
18,-4.794871612475229,7.179807465640154,3,Sample 2,Cell type 1
19,-1.7958258050240787,6.826579320542433,3,Sample 2,Cell type 1
20,-0.1495169265295879,-8.375446406837588,2,Sample 1,Cell type 3
21,-5.207233716656562,6.913987932597493,0,Sample 1,Cell type 1
22,5.317203615950927,6.535518280958684,4,Sample 2,Cell type 2
23,3.9446022443209863,6.90868330194895,1,Sample 1,Cell type 2
24,-1.2342412121677169,-7.577271835773507,2,Sample 1,Cell type 3
25,6.908758276755058,6.94786967970721,4,Sample 2,Cell type 2
26,5.120768620374513,8.508399973205488,4,Sample 2,Cell type 2
27,-5.534472362914439,7.864701691494694,0,Sample 1,Cell type 1
